fatality_count,Month,Year,event_date,Landslide_Amt,Fatality count,Landslide Count,,Month_Names,Months,Landslides per month,Death per month,,Years,Landslides per year
0,4,2014,4/27/2014,2099,,,,,,,,,,
0,2,2014,2/12/2014,2100,,,,,,,,,,
0,2,2014,2/9/2014,2101,,,,,,,,,,
0,12,2014,12/8/2014,2102,,,,,,,,,,
0,12,2014,12/24/2014,2103,,,,,,,,,,
0,12,2014,12/30/2014,2104,,,,,,,,,,
0,1,2014,1/1/2014,2105,,,,,,,,,,
0,8,2014,8/1/2014,2106,,,,,,,,,,
0,10,2014,10/22/2014,2107,,,,,,,,,,
0,12,2014,12/20/2014,2108,,,,,,,,,,
0,12,2014,12/11/2014,2109,,,,,,,,,,
0,12,2014,12/19/2014,2110,,,,,,,,,,
0,12,2014,12/25/2014,2111,,,,,,,,,,
0,12,2014,12/12/2014,2112,,,,,,,,,,
0,12,2014,12/20/2014,2113,,,,,,,,,,
0,4,2014,4/12/2014,2114,,,,,,,,,,
0,2,2014,2/17/2014,2115,,,,,,,,,,
0,3,2014,3/8/2014,2116,,,,,,,,,,
0,4,2014,4/30/2014,2117,,,,,,,,,,
0,1,2014,1/12/2014,2118,,,,,,,,,,
0,12,2014,12/21/2014,2119,,,,,,,,,,
0,3,2014,3/17/2014,2120,,,,,,,,,,
0,4,2014,4/30/2014,2121,,,,,,,,,,
0,12,2014,12/12/2014,2122,,,,,,,,,,
0,6,2014,6/19/2014,2123,,,,,,,,,,
0,2,2014,2/5/2014,2124,,,,,,,,,,
0,1,2014,1/14/2014,2125,,,,,,,,,,
0,2,2014,2/19/2014,2126,,,,,,,,,,
0,1,2014,1/27/2014,2127,,,,,,,,,,
0,8,2014,8/3/2014,2128,,,,,,,,,,
0,12,2014,12/12/2014,2129,,,,,,,,,,
0,12,2014,12/21/2014,2130,,,,,,,,,,
0,4,2014,4/12/2014,2131,,,,,,,,,,
0,12,2014,12/20/2014,2132,,,,,,,,,,
0,1,2014,1/2/2014,2133,,,,,,,,,,
0,12,2014,12/12/2014,2134,,,,,,,,,,
0,3,2014,3/5/2014,2135,,,,,,,,,,
0,2,2014,2/28/2014,2136,,,,,,,,,,
0,12,2014,12/12/2014,2137,,,,,,,,,,
0,2,2014,2/12/2014,2138,,,,,,,,,,
0,3,2014,3/28/2014,2139,,,,,,,,,,
0,10,2014,10/22/2014,2140,,,,,,,,,,
0,10,2014,10/25/2014,2141,,,,,,,,,,
0,2,2014,2/14/2014,2142,,,,,,,,,,
0,1,2014,1/8/2014,2143,,,,,,,,,,
0,3,2014,3/18/2014,2144,,,,,,,,,,
0,9,2014,9/19/2014,2145,,,,,,,,,,
0,2,2014,2/21/2014,2146,,,,,,,,,,
0,7,2014,7/28/2014,2147,,,,,,,,,,
0,11,2014,11/29/2014,2148,,,,,,,,,,
0,8,2014,8/12/2014,2149,,,,,,,,,,
0,7,2014,7/15/2014,2150,,,,,,,,,,
0,1,2014,1/16/2014,2151,,,,,,,,,,
0,2,2014,2/13/2014,2152,,,,,,,,,,
0,8,2014,8/7/2014,2153,,,,,,,,,,
0,8,2014,8/11/2014,2154,,,,,,,,,,
0,2,2014,2/24/2014,2155,,,,,,,,,,
0,8,2014,8/3/2014,2156,,,,,,,,,,
0,5,2014,5/1/2014,2157,,,,,,,,,,
0,11,2014,11/23/2014,2158,,,,,,,,,,
0,3,2014,3/28/2014,2159,,,,,,,,,,
0,3,2014,3/16/2014,2160,,,,,,,,,,
0,3,2014,3/8/2014,2161,,,,,,,,,,
0,3,2014,3/6/2014,2162,,,,,,,,,,
0,2,2014,2/25/2014,2163,,,,,,,,,,
0,5,2014,5/21/2014,2164,,,,,,,,,,
0,9,2014,9/26/2014,2165,,,,,,,,,,
0,5,2014,5/27/2014,2166,,,,,,,,,,
0,2,2014,2/12/2014,2167,,,,,,,,,,
0,11,2014,11/25/2014,2168,,,,,,,,,,
0,12,2014,12/11/2014,2169,,,,,,,,,,
0,9,2014,9/16/2014,2170,,,,,,,,,,
0,2,2014,2/27/2014,2171,,,,,,,,,,
0,3,2014,3/1/2014,2172,,,,,,,,,,
0,11,2014,11/9/2014,2173,,,,,,,,,,
0,12,2015,12/8/2015,2174,,,,,,,,,,
0,12,2015,12/19/2015,2175,,,,,,,,,,
0,6,2015,6/18/2015,2176,,,,,,,,,,
0,9,2015,9/29/2015,2177,,,,,,,,,,
0,2,2015,2/23/2015,2178,,,,,,,,,,
0,7,2015,7/21/2015,2179,,,,,,,,,,
0,3,2015,3/12/2015,2180,,,,,,,,,,
0,3,2015,3/17/2015,2181,,,,,,,,,,
0,4,2015,4/20/2015,2182,,,,,,,,,,
0,2,2015,2/6/2015,2183,,,,,,,,,,
0,11,2015,11/18/2015,2184,,,,,,,,,,
0,5,2015,5/9/2015,2185,,,,,,,,,,
0,12,2015,12/8/2015,2186,,,,,,,,,,
0,12,2015,12/20/2015,2187,,,,,,,,,,
0,12,2015,12/13/2015,2188,,,,,,,,,,
0,3,2015,3/10/2015,2189,,,,,,,,,,
0,12,2015,12/7/2015,2190,,,,,,,,,,
0,11,2015,11/3/2015,2191,,,,,,,,,,
0,9,2015,9/11/2015,2192,,,,,,,,,,
0,4,2015,4/14/2015,2193,,,,,,,,,,
0,9,2015,9/9/2015,2194,,,,,,,,,,
0,12,2015,12/9/2015,2195,,,,,,,,,,
0,4,2015,4/14/2015,2196,,,,,,,,,,
0,2,2015,2/6/2015,2197,,,,,,,,,,
0,12,2015,12/8/2015,2198,,,,,,,,,,
0,4,2015,4/2/2015,2199,,,,,,,,,,
0,3,2015,3/9/2015,2200,,,,,,,,,,
0,2,2015,2/7/2015,2201,,,,,,,,,,
0,3,2015,3/5/2015,2202,,,,,,,,,,
0,6,2015,6/23/2015,2203,,,,,,,,,,
0,2,2015,2/12/2015,2204,,,,,,,,,,
0,12,2015,12/4/2015,2205,,,,,,,,,,
0,11,2015,11/17/2015,2206,,,,,,,,,,
0,12,2015,12/9/2015,2207,,,,,,,,,,
0,7,2015,7/13/2015,2208,,,,,,,,,,
0,5,2015,5/21/2015,2209,,,,,,,,,,
0,12,2015,12/23/2015,2210,,,,,,,,,,
0,10,2015,10/17/2015,2211,,,,,,,,,,
0,11,2015,11/2/2015,2212,,,,,,,,,,
0,3,2015,3/4/2015,2213,,,,,,,,,,
0,12,2015,12/22/2015,2214,,,,,,,,,,
0,12,2015,12/9/2015,2215,,,,,,,,,,
0,3,2015,3/11/2015,2216,,,,,,,,,,
0,3,2015,3/1/2015,2217,,,,,,,,,,
0,2,2015,2/7/2015,2218,,,,,,,,,,
0,12,2015,12/11/2015,2219,,,,,,,,,,
0,7,2015,7/7/2015,2220,,,,,,,,,,
0,8,2015,8/18/2015,2221,,,,,,,,,,
0,12,2015,12/9/2015,2222,,,,,,,,,,
0,12,2015,12/6/2015,2223,,,,,,,,,,
0,12,2015,12/10/2015,2224,,,,,,,,,,
0,12,2015,12/10/2015,2225,,,,,,,,,,
0,4,2015,4/14/2015,2226,,,,,,,,,,
0,2,2015,2/26/2015,2227,,,,,,,,,,
0,4,2015,4/10/2015,2228,,,,,,,,,,
0,2,2015,2/21/2015,2229,,,,,,,,,,
0,9,2015,9/15/2015,2230,,,,,,,,,,
0,12,2015,12/8/2015,2231,,,,,,,,,,
0,5,2015,5/31/2015,2232,,,,,,,,,,
0,7,2015,7/19/2015,2233,,,,,,,,,,
0,9,2015,9/15/2015,2234,,,,,,,,,,
0,4,2015,4/10/2015,2235,,,,,,,,,,
0,3,2015,3/2/2015,2236,,,,,,,,,,
0,7,2015,7/18/2015,2237,,,,,,,,,,
0,12,2015,12/2/2015,2238,,,,,,,,,,
0,12,2015,12/8/2015,2239,,,,,,,,,,
0,3,2015,3/20/2015,2240,,,,,,,,,,
0,11,2015,11/17/2015,2241,,,,,,,,,,
0,6,2015,6/30/2015,2242,,,,,,,,,,
0,12,2015,12/9/2015,2243,,,,,,,,,,
0,2,2015,2/6/2015,2244,,,,,,,,,,
0,8,2015,8/31/2015,2245,,,,,,,,,,
0,10,2015,10/29/2015,2246,,,,,,,,,,
0,8,2015,8/9/2015,2247,,,,,,,,,,
0,2,2015,2/9/2015,2248,,,,,,,,,,
0,10,2015,10/10/2015,2249,,,,,,,,,,
0,3,2015,3/12/2015,2250,,,,,,,,,,
0,4,2015,4/14/2015,2251,,,,,,,,,,
0,7,2015,7/20/2015,2252,,,,,,,,,,
0,3,2015,3/15/2015,2253,,,,,,,,,,
0,12,2015,12/14/2015,2254,,,,,,,,,,
0,12,2015,12/8/2015,2255,,,,,,,,,,
0,2,2015,2/6/2015,2256,,,,,,,,,,
0,10,2015,10/28/2015,2257,,,,,,,,,,
0,12,2015,12/11/2015,2258,,,,,,,,,,
0,10,2015,10/6/2015,2259,,,,,,,,,,
0,2,2015,2/7/2015,2260,,,,,,,,,,
0,12,2015,12/7/2015,2261,,,,,,,,,,
0,12,2015,12/9/2015,2262,,,,,,,,,,
0,12,2015,12/10/2015,2263,,,,,,,,,,
0,11,2015,11/16/2015,2264,,,,,,,,,,
0,12,2015,12/24/2015,2265,,,,,,,,,,
0,10,2015,10/16/2015,2266,,,,,,,,,,
0,2,2015,2/6/2015,2267,,,,,,,,,,
0,3,2015,3/4/2015,2268,,,,,,,,,,
0,10,2015,10/21/2015,2269,,,,,,,,,,
0,7,2015,7/13/2015,2270,,,,,,,,,,
0,11,2015,11/11/2015,2271,,,,,,,,,,
0,12,2015,12/15/2015,2272,,,,,,,,,,
0,3,2015,3/3/2015,2273,,,,,,,,,,
0,8,2015,8/24/2015,2274,,,,,,,,,,
0,2,2015,2/4/2015,2275,,,,,,,,,,
0,8,2015,8/19/2015,2276,,,,,,,,,,
0,12,2015,12/23/2015,2277,,,,,,,,,,
1,3,2015,3/21/2015,2278,,,,,,,,,,
0,7,2015,7/13/2015,2279,,,,,,,,,,
0,9,2015,9/15/2015,2280,,,,,,,,,,
0,12,2015,12/9/2015,2281,,,,,,,,,,
0,7,2015,7/9/2015,2282,,,,,,,,,,
0,12,2015,12/13/2015,2283,,,,,,,,,,
0,10,2015,10/15/2015,2284,,,,,,,,,,
0,8,2015,8/26/2015,2285,,,,,,,,,,
0,6,2015,6/5/2015,2286,,,,,,,,,,
1,8,2015,8/10/2015,2287,,,,,,,,,,
0,12,2015,12/8/2015,2288,,,,,,,,,,
0,12,2015,12/8/2015,2289,,,,,,,,,,
0,4,2015,4/20/2015,2290,,,,,,,,,,
0,7,2015,7/21/2015,2291,,,,,,,,,,
0,12,2015,12/12/2015,2292,,,,,,,,,,
0,12,2015,12/30/2015,2293,,,,,,,,,,
0,7,2015,7/13/2015,2294,,,,,,,,,,
0,12,2015,12/8/2015,2295,,,,,,,,,,
0,4,2015,4/20/2015,2296,,,,,,,,,,
0,12,2015,12/2/2015,2297,,,,,,,,,,
0,12,2015,12/9/2015,2298,,,,,,,,,,
0,3,2015,3/15/2015,2299,,,,,,,,,,
0,4,2015,4/14/2015,2300,,,,,,,,,,
0,7,2015,7/24/2015,2301,,,,,,,,,,
0,1,2015,1/4/2015,2302,,,,,,,,,,
0,3,2015,3/18/2015,2303,,,,,,,,,,
0,12,2015,12/8/2015,2304,,,,,,,,,,
0,9,2015,9/13/2015,2305,,,,,,,,,,
0,12,2015,12/18/2015,2306,,,,,,,,,,
0,3,2015,3/31/2015,2307,,,,,,,,,,
0,12,2015,12/7/2015,2308,,,,,,,,,,
0,1,2015,1/5/2015,2309,,,,,,,,,,
0,12,2015,12/9/2015,2310,,,,,,,,,,
0,11,2015,11/8/2015,2311,,,,,,,,,,
0,8,2015,8/28/2015,2312,,,,,,,,,,
0,12,2015,12/18/2015,2313,,,,,,,,,,
0,7,2015,7/12/2015,2314,,,,,,,,,,
0,12,2015,12/13/2015,2315,,,,,,,,,,
0,3,2015,3/11/2015,2316,,,,,,,,,,
0,11,2015,11/17/2015,2317,,,,,,,,,,
0,12,2015,12/8/2015,2318,,,,,,,,,,
0,5,2015,5/21/2015,2319,,,,,,,,,,
0,11,2015,11/19/2015,2320,,,,,,,,,,
0,4,2015,4/20/2015,2321,,,,,,,,,,
0,12,2015,12/8/2015,2322,,,,,,,,,,
0,9,2015,9/4/2015,2323,,,,,,,,,,
0,3,2015,3/5/2015,2324,,,,,,,,,,
0,4,2015,4/14/2015,2325,,,,,,,,,,
0,12,2015,12/9/2015,2326,,,,,,,,,,
0,11,2015,11/6/2015,2327,,,,,,,,,,
0,7,2015,7/20/2015,2328,,,,,,,,,,
0,2,2015,2/7/2015,2329,,,,,,,,,,
0,12,2015,12/17/2015,2330,,,,,,,,,,
0,12,2015,12/8/2015,2331,,,,,,,,,,
0,12,2015,12/19/2015,2332,,,,,,,,,,
0,7,2015,7/10/2015,2333,,,,,,,,,,
0,3,2015,3/15/2015,2334,,,,,,,,,,
0,10,2015,10/31/2015,2335,,,,,,,,,,
0,11,2015,11/11/2015,2336,,,,,,,,,,
0,12,2015,12/7/2015,2337,,,,,,,,,,
0,12,2015,12/20/2015,2338,,,,,,,,,,
0,12,2015,12/7/2015,2339,,,,,,,,,,
0,9,2015,9/15/2015,2340,,,,,,,,,,
0,3,2015,3/5/2015,2341,,,,,,,,,,
0,12,2015,12/9/2015,2342,,,,,,,,,,
0,12,2015,12/20/2015,2343,,,,,,,,,,
0,12,2015,12/7/2015,2344,,,,,,,,,,
0,1,2015,1/5/2015,2345,,,,,,,,,,
0,3,2015,3/4/2015,2346,,,,,,,,,,
0,1,2015,1/3/2015,2347,,,,,,,,,,
0,2,2015,2/23/2015,2348,,,,,,,,,,
0,12,2015,12/8/2015,2349,,,,,,,,,,
0,5,2015,5/20/2015,2350,,,,,,,,,,
0,8,2015,8/9/2015,2351,,,,,,,,,,
0,12,2015,12/8/2015,2352,,,,,,,,,,
0,3,2015,3/10/2015,2353,,,,,,,,,,
0,12,2015,12/13/2015,2354,,,,,,,,,,
0,8,2015,8/29/2015,2355,,,,,,,,,,
0,9,2015,9/29/2015,2356,,,,,,,,,,
0,12,2015,12/24/2015,2357,,,,,,,,,,
0,1,2015,1/5/2015,2358,,,,,,,,,,
0,9,2015,9/11/2015,2359,,,,,,,,,,
0,11,2015,11/1/2015,2360,,,,,,,,,,
1,8,2015,8/10/2015,2361,,,,,,,,,,
0,1,2015,1/8/2015,2362,,,,,,,,,,
0,3,2015,3/5/2015,2363,,,,,,,,,,
0,11,2015,11/14/2015,2364,,,,,,,,,,
0,12,2015,12/21/2015,2365,,,,,,,,,,
0,3,2015,3/4/2015,2366,,,,,,,,,,
0,12,2015,12/9/2015,2367,,,,,,,,,,
0,3,2015,3/3/2015,2368,,,,,,,,,,
0,2,2015,2/9/2015,2369,,,,,,,,,,
0,4,2015,4/17/2015,2370,,,,,,,,,,
0,11,2015,11/11/2015,2371,,,,,,,,,,
0,5,2015,5/22/2015,2372,,,,,,,,,,
0,3,2015,3/4/2015,2373,,,,,,,,,,
0,12,2015,12/21/2015,2374,,,,,,,,,,
0,3,2015,3/9/2015,2375,,,,,,,,,,
0,11,2015,11/20/2015,2376,,,,,,,,,,
0,5,2015,5/30/2015,2377,,,,,,,,,,
0,12,2015,12/19/2015,2378,,,,,,,,,,
0,11,2015,11/19/2015,2379,,,,,,,,,,
0,12,2015,12/8/2015,2380,,,,,,,,,,
0,3,2015,3/21/2015,2381,,,,,,,,,,
0,12,2015,12/17/2015,2382,,,,,,,,,,
0,12,2015,12/7/2015,2383,,,,,,,,,,
0,1,2015,1/5/2015,2384,,,,,,,,,,
0,12,2015,12/7/2015,2385,,,,,,,,,,
0,11,2015,11/16/2015,2386,,,,,,,,,,
0,1,2015,1/17/2015,2387,,,,,,,,,,
0,7,2015,7/19/2015,2388,,,,,,,,,,
0,4,2015,4/9/2015,2389,,,,,,,,,,
0,9,2015,9/3/2015,2390,,,,,,,,,,
0,7,2015,7/4/2015,2391,,,,,,,,,,
0,2,2015,2/10/2015,2392,,,,,,,,,,
0,11,2015,11/19/2015,2393,,,,,,,,,,
0,2,2015,2/6/2015,2394,,,,,,,,,,
0,3,2015,3/25/2015,2395,,,,,,,,,,
0,2,2015,2/7/2015,2396,,,,,,,,,,
0,3,2015,3/4/2015,2397,,,,,,,,,,
0,1,2015,1/3/2015,2398,,,,,,,,,,
0,10,2015,10/18/2015,2399,,,,,,,,,,
0,2,2015,2/21/2015,2400,,,,,,,,,,
0,12,2015,12/9/2015,2401,,,,,,,,,,
0,4,2015,4/13/2015,2402,,,,,,,,,,
0,12,2015,12/8/2015,2403,,,,,,,,,,
0,10,2015,10/16/2015,2404,,,,,,,,,,
0,3,2015,3/4/2015,2405,,,,,,,,,,
0,12,2015,12/9/2015,2406,,,,,,,,,,
0,2,2015,2/6/2015,2407,,,,,,,,,,
0,6,2015,6/24/2015,2408,,,,,,,,,,
0,12,2015,12/8/2015,2409,,,,,,,,,,
0,3,2015,3/16/2015,2410,,,,,,,,,,
0,1,2015,1/5/2015,2411,,,,,,,,,,
0,2,2015,2/7/2015,2412,,,,,,,,,,
0,4,2015,4/10/2015,2413,,,,,,,,,,
0,12,2015,12/8/2015,2414,,,,,,,,,,
0,12,2015,12/17/2015,2415,,,,,,,,,,
0,7,2015,7/14/2015,2416,,,,,,,,,,
0,7,2015,7/14/2015,2417,,,,,,,,,,
0,7,2015,7/7/2015,2418,,,,,,,,,,
0,11,2015,11/18/2015,2419,,,,,,,,,,
0,4,2015,4/12/2015,2420,,,,,,,,,,
0,2,2015,2/7/2015,2421,,,,,,,,,,
0,3,2015,3/4/2015,2422,,,,,,,,,,
0,9,2015,9/29/2015,2423,,,,,,,,,,
0,7,2015,7/14/2015,2424,,,,,,,,,,
0,9,2015,9/15/2015,2425,,,,,,,,,,
0,2,2015,2/1/2015,2426,,,,,,,,,,
0,2,2015,2/14/2015,2427,,,,,,,,,,
0,1,2015,1/5/2015,2428,,,,,,,,,,
0,10,2015,10/31/2015,2429,,,,,,,,,,
0,11,2015,11/17/2015,2430,,,,,,,,,,
0,12,2015,12/17/2015,2431,,,,,,,,,,
0,11,2015,11/14/2015,2432,,,,,,,,,,
0,10,2015,10/31/2015,2433,,,,,,,,,,
0,2,2015,2/10/2015,2434,,,,,,,,,,
0,3,2015,3/19/2015,2435,,,,,,,,,,
0,12,2015,12/9/2015,2436,,,,,,,,,,
0,10,2015,10/10/2015,2437,,,,,,,,,,
0,8,2015,8/28/2015,2438,,,,,,,,,,
0,5,2015,5/9/2015,2439,,,,,,,,,,
0,12,2015,12/4/2015,2440,,,,,,,,,,
0,4,2015,4/17/2015,2441,,,,,,,,,,
0,12,2015,12/11/2015,2442,,,,,,,,,,
0,12,2015,12/11/2015,2443,,,,,,,,,,
0,3,2015,3/4/2015,2444,,,,,,,,,,
0,12,2015,12/21/2015,2445,,,,,,,,,,
0,12,2015,12/9/2015,2446,,,,,,,,,,
0,8,2015,8/26/2015,2447,,,,,,,,,,
0,7,2015,7/19/2015,2448,,,,,,,,,,
3,8,2015,8/18/2015,2449,,,,,,,,,,
0,9,2015,9/1/2015,2450,,,,,,,,,,
0,5,2015,5/16/2015,2451,,,,,,,,,,
0,6,2015,6/2/2015,2452,,,,,,,,,,
0,9,2015,9/28/2015,2453,,,,,,,,,,
0,7,2015,7/12/2015,2454,,,,,,,,,,
0,10,2015,10/16/2015,2455,,,,,,,,,,
0,1,2015,1/5/2015,2456,,,,,,,,,,
0,9,2015,9/7/2015,2457,,,,,,,,,,
0,12,2015,12/12/2015,2458,,,,,,,,,,
0,7,2015,7/18/2015,2459,,,,,,,,,,
0,2,2015,2/7/2015,2460,,,,,,,,,,
0,3,2015,3/4/2015,2461,,,,,,,,,,
0,12,2015,12/8/2015,2462,,,,,,,,,,
0,1,2015,1/17/2015,2463,,,,,,,,,,
0,6,2015,6/18/2015,2464,,,,,,,,,,
0,2,2015,2/9/2015,2465,,,,,,,,,,
0,12,2015,12/7/2015,2466,,,,,,,,,,
0,12,2015,12/21/2015,2467,,,,,,,,,,
0,1,2015,1/6/2015,2468,,,,,,,,,,
0,11,2015,11/2/2015,2469,,,,,,,,,,
0,9,2015,9/14/2015,2470,,,,,,,,,,
0,12,2015,12/8/2015,2471,,,,,,,,,,
0,12,2015,12/23/2015,2472,,,,,,,,,,
0,12,2015,12/17/2015,2473,,,,,,,,,,
0,3,2015,3/6/2015,2474,,,,,,,,,,
0,11,2015,11/13/2015,2475,,,,,,,,,,
0,2,2015,2/6/2015,2476,,,,,,,,,,
0,10,2015,10/8/2015,2477,,,,,,,,,,
0,5,2015,5/19/2015,2478,,,,,,,,,,
0,2,2015,2/7/2015,2479,,,,,,,,,,
0,7,2015,7/10/2015,2480,,,,,,,,,,
0,6,2015,6/29/2015,2481,,,,,,,,,,
0,6,2015,6/16/2015,2482,,,,,,,,,,
0,9,2015,9/19/2015,2483,,,,,,,,,,
0,6,2015,6/27/2015,2484,,,,,,,,,,
0,2,2015,2/6/2015,2485,,,,,,,,,,
0,2,2015,2/5/2015,2486,,,,,,,,,,
0,6,2015,6/27/2015,2487,,,,,,,,,,
0,6,2015,6/19/2015,2488,,,,,,,,,,
0,12,2015,12/21/2015,2489,,,,,,,,,,
0,5,2015,5/19/2015,2490,,,,,,,,,,
0,5,2015,5/29/2015,2491,,,,,,,,,,
0,5,2015,5/20/2015,2492,,,,,,,,,,
0,1,2015,1/4/2015,2493,,,,,,,,,,
0,12,2015,12/11/2015,2494,,,,,,,,,,
0,1,2015,1/4/2015,2495,,,,,,,,,,
0,6,2015,6/3/2015,2496,,,,,,,,,,
0,11,2015,11/13/2015,2497,,,,,,,,,,
0,2,2015,2/9/2015,2498,,,,,,,,,,
0,9,2015,9/29/2015,2499,,,,,,,,,,
0,12,2015,12/7/2015,2500,,,,,,,,,,
0,3,2015,3/4/2015,2501,,,,,,,,,,
0,3,2015,3/8/2015,2502,,,,,,,,,,
0,4,2015,4/7/2015,2503,,,,,,,,,,
1,3,2015,3/10/2015,2504,,,,,,,,,,
0,4,2015,4/9/2015,2505,,,,,,,,,,
0,1,2015,1/5/2015,2506,,,,,,,,,,
0,8,2015,8/13/2015,2507,,,,,,,,,,
0,6,2015,6/15/2015,2508,,,,,,,,,,
0,2,2015,2/8/2015,2509,,,,,,,,,,
0,12,2015,12/8/2015,2510,,,,,,,,,,
0,9,2015,9/8/2015,2511,,,,,,,,,,
1,12,2015,12/18/2015,2512,,,,,,,,,,
0,12,2015,12/21/2015,2513,,,,,,,,,,
0,12,2015,12/8/2015,2514,,,,,,,,,,
0,12,2015,12/7/2015,2515,,,,,,,,,,
0,3,2015,3/17/2015,2516,,,,,,,,,,
0,1,2015,1/11/2015,2517,,,,,,,,,,
0,3,2015,3/24/2015,2518,,,,,,,,,,
0,6,2015,6/21/2015,2519,,,,,,,,,,
0,12,2015,12/4/2015,2520,,,,,,,,,,
0,7,2015,7/8/2015,2521,,,,,,,,,,
0,12,2015,12/21/2015,2522,,,,,,,,,,
0,1,2015,1/5/2015,2523,,,,,,,,,,
0,12,2015,12/28/2015,2524,,,,,,,,,,
0,4,2015,4/3/2015,2525,,,,,,,,,,
0,12,2015,12/27/2015,2526,,,,,,,,,,
0,3,2015,3/27/2015,2527,,,,,,,,,,
0,7,2015,7/20/2015,2528,,,,,,,,,,
0,1,2015,1/18/2015,2529,,,,,,,,,,
,5,2015,5/22/2015,2530,,,,,,,,,,
0,2,2015,2/12/2015,2531,,,,,,,,,,
0,12,2015,12/20/2015,2532,,,,,,,,,,
0,12,2015,12/7/2015,2533,,,,,,,,,,
0,12,2015,12/11/2015,2534,,,,,,,,,,
0,3,2015,3/16/2015,2535,,,,,,,,,,
0,12,2015,12/27/2015,2536,,,,,,,,,,
0,2,2015,2/6/2015,2537,,,,,,,,,,
0,12,2015,12/13/2015,2538,,,,,,,,,,
0,7,2015,7/2/2015,2539,,,,,,,,,,
0,12,2015,12/2/2015,2540,,,,,,,,,,
0,2,2015,2/6/2015,2541,,,,,,,,,,
0,12,2015,12/9/2015,2542,,,,,,,,,,
0,12,2015,12/11/2015,2543,,,,,,,,,,
0,3,2015,3/24/2015,2544,,,,,,,,,,
0,7,2015,7/11/2015,2545,,,,,,,,,,
0,12,2015,12/18/2015,2546,,,,,,,,,,
0,3,2015,3/4/2015,2547,,,,,,,,,,
0,5,2015,5/22/2015,2548,,,,,,,,,,
0,5,2015,5/23/2015,2549,,,,,,,,,,
0,5,2015,5/10/2015,2550,,,,,,,,,,
0,12,2015,12/13/2015,2551,,,,,,,,,,
0,11,2015,11/11/2015,2552,,,,,,,,,,
0,3,2015,3/6/2015,2553,,,,,,,,,,
0,4,2015,4/23/2015,2554,,,,,,,,,,
0,12,2015,12/8/2015,2555,,,,,,,,,,
0,12,2015,12/21/2015,2556,,,,,,,,,,
0,3,2015,3/5/2015,2557,,,,,,,,,,
0,2,2015,2/7/2015,2558,,,,,,,,,,
0,8,2015,8/16/2015,2559,,,,,,,,,,
0,12,2015,12/9/2015,2560,,,,,,,,,,
,4,2015,4/11/2015,2561,,,,,,,,,,
0,12,2015,12/20/2015,2562,,,,,,,,,,
0,12,2015,12/1/2015,2563,,,,,,,,,,
0,12,2015,12/9/2015,2564,,,,,,,,,,
0,5,2015,5/28/2015,2565,,,,,,,,,,
0,12,2015,12/8/2015,2566,,,,,,,,,,
0,6,2015,6/15/2015,2567,,,,,,,,,,
0,1,2015,1/5/2015,2568,,,,,,,,,,
0,9,2015,9/15/2015,2569,,,,,,,,,,
0,9,2015,9/23/2015,2570,,,,,,,,,,
0,11,2015,11/4/2015,2571,,,,,,,,,,
0,12,2015,12/22/2015,2572,,,,,,,,,,
0,3,2015,3/14/2015,2573,,,,,,,,,,
0,4,2015,4/14/2015,2574,,,,,,,,,,
0,3,2015,3/5/2015,2575,,,,,,,,,,
0,1,2015,1/18/2015,2576,,,,,,,,,,
0,7,2015,7/27/2015,2577,,,,,,,,,,
0,10,2015,10/2/2015,2578,,,,,,,,,,
0,12,2015,12/24/2015,2579,,,,,,,,,,
0,8,2015,8/30/2015,2580,,,,,,,,,,
0,12,2015,12/14/2015,2581,,,,,,,,,,
0,6,2015,6/1/2015,2582,,,,,,,,,,
0,3,2015,3/23/2015,2583,,,,,,,,,,
0,12,2015,12/17/2015,2584,,,,,,,,,,
0,7,2015,7/19/2015,2585,,,,,,,,,,
0,3,2015,3/15/2015,2586,,,,,,,,,,
0,6,2015,6/3/2015,2587,,,,,,,,,,
0,6,2015,6/12/2015,2588,,,,,,,,,,
0,12,2015,12/8/2015,2589,,,,,,,,,,
0,7,2015,7/3/2015,2590,,,,,,,,,,
0,12,2015,12/7/2015,2591,,,,,,,,,,
0,12,2015,12/28/2015,2592,,,,,,,,,,
0,9,2015,9/12/2015,2593,,,,,,,,,,
0,7,2015,7/19/2015,2594,,,,,,,,,,
0,7,2015,7/19/2015,2595,,,,,,,,,,
0,7,2015,7/21/2015,2596,,,,,,,,,,
0,3,2015,3/3/2015,2597,,,,,,,,,,
0,11,2015,11/18/2015,2598,,,,,,,,,,
0,12,2015,12/7/2015,2599,,,,,,,,,,
0,2,2015,2/9/2015,2600,,,,,,,,,,
0,7,2015,7/3/2015,2601,,,,,,,,,,
0,12,2015,12/28/2015,2602,,,,,,,,,,
0,11,2015,11/29/2015,2603,,,,,,,,,,
0,1,2015,1/5/2015,2604,,,,,,,,,,
0,4,2015,4/27/2015,2605,,,,,,,,,,
0,8,2015,8/29/2015,2606,,,,,,,,,,
0,2,2015,2/11/2015,2607,,,,,,,,,,
0,10,2015,10/11/2015,2608,,,,,,,,,,
0,3,2015,3/19/2015,2609,,,,,,,,,,
0,5,2015,5/13/2015,2610,,,,,,,,,,
0,7,2015,7/8/2015,2611,,,,,,,,,,
0,2,2015,2/21/2015,2612,,,,,,,,,,
0,12,2015,12/7/2015,2613,,,,,,,,,,
