Month,Year,ev_date,State,latitude,longitude,Landslide Count,Years
5,2010,5/3/2010 0:00,Kentucky,37.9065,-82.907,,
8,2010,8/10/2010 19:00,Montana,46.6637,-111.7619,,
12,2010,12/22/2010 4:57,California,33.9511,-117.9587,,
8,2010,8/19/2010 15:00,Colorado,39.1905,-107.2301,,
7,2010,7/28/2010 18:00,Washington,47.7741,-120.0311,,
2,2010,2/26/2010 0:00,California,36.8607,-121.687,,
12,2010,12/12/2010 0:00,Washington,47.5652,-122.5864,,
12,2010,12/12/2010 0:00,Washington,47.7305,-122.2824,,
6,2010,6/3/2010 0:00,California,40.8421,-124.0356,,
12,2010,12/1/2010 4:00,Tennessee,35.9251,-83.9534,,
3,2010,3/12/2010 6:15,Washington,47.7668,-122.387,,
1,2010,1/21/2010 9:00,California,33.1677,-117.0232,,
11,2010,11/30/2010 0:00,New York,43.0274,-74.8851,,
4,2010,4/7/2010 21:00,Iowa,40.7799,-91.0962,,
2,2010,2/6/2010 8:00,California,34.2363,-118.2251,,
6,2010,6/15/2010 0:00,Oregon,45.5686,-122.7713,,
8,2010,8/19/2010 15:00,Colorado,39.5808,-107.3401,,
4,2010,4/25/2010 8:00,Tennessee,35.2995,-87.966,,
7,2010,7/23/2010 0:00,New Mexico,33.9917,-107.1577,,
12,2010,12/22/2010 11:30,California,34.3644,-119.4471,,
8,2010,8/8/2010 18:30,Nevada,39.5567,-119.2269,,
5,2010,5/3/2010 0:00,Kentucky,37.9135,-82.4804,,
5,2010,5/2/2010 0:00,Tennessee,36.0242,-86.8811,,
2,2010,2/6/2010 8:00,California,34.2183,-118.1936,,
12,2010,12/12/2010 0:00,Washington,47.5704,-122.2337,,
12,2010,12/12/2010 23:00,Washington,47.6828,-122.0794,,
12,2010,12/22/2010 0:00,California,34.0626,-117.8053,,
12,2010,12/21/2010 0:00,California,34.1008,-118.1585,,
12,2010,12/22/2010 0:00,California,34.1358,-117.1906,,
5,2010,5/14/2010 5:00,Missouri,39.155,-94.5107,,
3,2010,3/31/2010 0:00,Oregon,45.5832,-122.7689,,
10,2010,10/1/2010 15:00,Maryland,38.3558,-76.3915,,
12,2010,12/22/2010 0:00,California,33.3379,-117.4843,,
1,2010,1/20/2010 9:25,California,37.1813,-121.9935,,
12,2010,12/16/2010 3:45,California,33.65681745,-117.5945278,,
12,2010,12/19/2010 9:00,California,37.0359,-121.9444,,
12,2010,12/19/2010 0:00,California,37.1143,-121.9339,,
10,2010,10/6/2010 0:00,California,33.8353,-117.9145,,
12,2010,12/13/2010 5:00,Washington,47.7212,-122.2816,,
12,2010,12/12/2010 0:00,Washington,48.2357,-122.3412,,
10,2010,10/19/2010 0:00,California,33.8575,-116.4518,,
12,2010,12/12/2010 10:00,Washington,47.7307,-121.4089,,
3,2010,3/31/2010 18:00,New Hampshire,42.7679,-71.8158,,
12,2010,12/12/2010 23:00,Washington,47.5462,-122.3978,,
9,2010,9/22/2010 6:00,Arizona,33.8468,-111.2858,,
2,2010,2/27/2010 0:00,California,36.127,-118.8093,,
6,2010,6/13/2010 0:00,West Virginia,37.755,-81.8917,,
3,2010,3/6/2010 0:00,California,36.0696,-121.602,,
6,2010,6/4/2010 10:44,Oregon,43.7436,-124.05,,
1,2010,1/24/2010 2:00,North Carolina,36.2967,-80.2462,,
12,2010,12/11/2010 22:00,Oregon,45.6334,-121.3359,,
5,2010,5/24/2010 0:00,Utah,40.7134,-111.8224,,
1,2010,1/21/2010 17:36,California,33.4685,-117.001,,
10,2010,10/1/2010 9:30,New Hampshire,44.1473,-71.9691,,
1,2010,1/21/2010 0:00,California,36.3969,-119.8086,,
5,2010,5/3/2010 0:00,Ohio,38.6331,-82.5309,,
12,2010,12/22/2010 9:00,California,33.8071,-116.9435,,
6,2010,6/6/2010 23:00,Oregon,45.5188,-122.7003,,
2,2010,2/27/2010 9:00,California,35.5662,-121.1045,,
2,2010,2/26/2010 0:00,California,36.8324,-121.6945,,
12,2010,12/12/2010 0:00,Washington,47.6036,-122.5707,,
11,2010,11/17/2010 10:30,Pennsylvania,40.0988,-76.7763,,
8,2010,8/19/2010 13:45,Utah,40.5093,-111.8316,,
12,2010,12/22/2010 5:15,California,33.6303,-117.5615,,
9,2010,9/28/2010 20:00,Pennsylvania,40.4191,-79.9647,,
3,2010,3/14/2010 0:00,Iowa,40.635,-91.284,,
5,2010,5/3/2010 0:00,Ohio,38.5805,-82.6347,,
12,2010,12/29/2010 0:00,California,36.1435,-121.6551,,
2,2010,2/27/2010 0:00,California,34.0688,-117.8395,,
12,2010,12/12/2010 9:00,Washington,47.5812,-122.6051,,
12,2010,12/13/2010 9:00,Washington,47.7358,-122.2861,,
1,2010,1/22/2010 0:00,California,35.774,-120.1521,,
2,2010,2/5/2010 19:00,North Carolina,35.526,-83.0946,,
12,2010,12/29/2010 11:30,California,33.8763,-117.6602,,
12,2010,12/11/2010 18:30,Washington,45.7717,-122.7428,,
10,2010,10/10/2010 0:00,Washington,47.2906,-122.4942,,
1,2010,1/20/2010 0:00,California,34.224,-118.2002,,
2,2010,2/6/2010 2:00,California,34.2389,-118.2239,,
4,2011,4/23/2011 0:00,Washington,47.9151,-122.4112,,
3,2011,3/21/2011 9:00,Utah,40.7388,-111.6712,,
5,2011,5/3/2011 9:00,Ohio,38.6487,-83.7193,,
3,2011,3/12/2011 9:00,Washington,48.0943,-122.4971,,
2,2011,2/25/2011 0:00,California,34.2808,-118.2192,,
5,2011,5/28/2011 3:00,Illinois,38.8994,-90.2006,,
5,2011,5/29/2011 12:00,Vermont,44.1921,-72.4975,,
3,2011,3/28/2011 16:00,Washington,47.5293,-120.6323,,
5,2011,5/12/2011 17:00,Ohio,41.4184,-81.6849,,
7,2011,7/18/2011 0:00,Pennsylvania,40.4243,-79.9373,,
3,2011,3/1/2011 9:00,Oregon,45.5118,-122.6866,,
1,2011,1/14/2011 11:35,Washington,47.4074,-123.1412,,
3,2011,3/23/2011 0:00,California,37.2919,-119.6701,,
9,2011,9/8/2011 0:00,New Jersey,40.6383,-74.5007,,
4,2011,4/27/2011 8:00,Tennessee,36.1638,-87.5085,,
2,2011,2/15/2011 9:00,Oregon,45.5285,-122.722,,
4,2011,4/25/2011 0:00,Missouri,36.5989,-93.3097,,
3,2011,3/15/2011 0:00,Oregon,45.7413,-123.1988,,
1,2011,1/16/2011 0:00,Oregon,45.5758,-122.117,,
1,2011,1/16/2011 22:45,Oregon,45.2309,-121.7017,,
11,2011,11/18/2011 0:00,California,33.7152,-118.3125,,
1,2011,1/11/2011 0:00,California,33.4573,-117.6536,,
6,2011,6/20/2011 9:00,Kentucky,36.6015,-83.6816,,
4,2011,4/1/2011 11:45,Washington,47.9502,-122.2935,,
4,2011,4/25/2011 0:00,Ohio,39.1645,-84.426,,
3,2011,3/18/2011 23:00,New York,43.3197,-73.9295,,
7,2011,7/11/2011 0:00,Arizona,31.4733,-110.3475,,
2,2011,2/5/2011 0:00,North Carolina,35.5288,-83.1002,,
5,2011,5/15/2011 22:00,New York,43.6128,-73.5977,,
5,2011,5/21/2011 0:00,Pennsylvania,40.5558,-80.2174,,
4,2011,4/8/2011 0:00,Ohio,41.4671,-81.8242,,
1,2011,1/16/2011 0:00,Idaho,43.6626,-116.0303,,
3,2011,3/12/2011 0:00,Washington,48.095,-122.499,,
6,2011,6/10/2011 9:00,Washington,47.577,-120.7947,,
3,2011,3/13/2011 0:00,Washington,47.8268,-122.3149,,
3,2011,3/7/2011 5:00,Massachusetts,42.5804,-72.6018,,
7,2011,7/12/2011 18:00,Colorado,38.9249,-107.5447,,
3,2011,3/10/2011 11:00,Oregon,45.331,-122.5437,,
3,2011,3/24/2011 12:30,California,37.6084,-122.4242,,
3,2011,3/30/2011 0:00,Idaho,47.6475,-116.1167,,
3,2011,3/1/2011 8:00,Oregon,45.5872,-122.7739,,
4,2011,4/19/2011 0:00,Washington,47.989,-122.363,,
3,2011,3/16/2011 19:00,Washington,47.8651,-122.332,,
12,2011,12/23/2011 0:00,Ohio,39.1251,-84.4674,,
3,2011,3/24/2011 9:00,California,37.8695,-122.521,,
3,2011,3/29/2011 0:00,California,39.2925,-121.0591,,
4,2011,4/6/2011 0:00,Pennsylvania,40.5196,-80.1376,,
3,2011,3/24/2011 8:00,California,36.009,-121.5189,,
4,2011,4/21/2011 0:00,Kentucky,38.5293,-84.599,,
4,2011,4/27/2011 8:00,Tennessee,36.0562,-87.4745,,
3,2011,3/20/2011 0:00,Washington,48.0414,-122.5949,,
2,2011,2/14/2011 18:30,Washington,45.68819748,-122.7038482,,
4,2011,4/24/2011 0:00,West Virginia,38.5212,-81.6749,,
5,2011,5/22/2011 0:00,Utah,40.9108,-111.8191,,
2,2011,2/17/2011 15:52,California,36.9081,-121.6338,,
3,2011,3/20/2011 23:00,California,34.0884,-119.0592,,
2,2011,2/19/2011 0:00,California,34.2896,-117.4787,,
4,2011,4/25/2011 0:00,Ohio,39.1369,-84.7904,,
1,2011,1/30/2011 9:00,West Virginia,38.1721,-81.5627,,
1,2011,1/16/2011 0:00,Idaho,44.0967,-116.0504,,
6,2011,6/11/2011 0:00,Illinois,40.3722,-91.3955,,
3,2011,3/16/2011 0:00,Ohio,39.8541,-80.8243,,
7,2011,7/30/2011 0:00,Colorado,39.4274,-107.1291,,
3,2011,3/21/2011 0:00,California,37.6782,-119.7758,,
7,2011,7/5/2011 2:30,Utah,40.4537,-111.6621,,
1,2011,1/13/2011 9:00,Oregon,45.8753,-123.1691,,
3,2011,3/21/2011 9:45,California,34.468,-119.8018,,
5,2011,5/13/2011 15:00,Pennsylvania,40.0205,-80.3194,,
3,2011,3/24/2011 9:45,California,38.4165,-123.0994,,
3,2011,3/15/2011 0:00,Oregon,45.4828,-122.6505,,
3,2011,3/25/2011 0:00,California,38.8269,-122.9992,,
1,2011,1/16/2011 0:00,Washington,48.1173,-121.579,,
3,2011,3/8/2011 8:00,Pennsylvania,40.3927,-80.1091,,
2,2011,2/28/2011 16:00,Washington,46.866,-122.3402,,
4,2011,4/25/2011 0:00,Ohio,40.127,-80.8202,,
10,2011,10/4/2011 3:00,Washington,47.2543,-122.5514,,
2,2011,2/17/2011 9:00,California,38.4738,-122.9542,,
11,2011,11/22/2011 0:00,Pennsylvania,40.5238,-75.7796,,
4,2011,4/13/2011 9:00,Pennsylvania,40.432,-80.0062,,
3,2011,3/24/2011 15:00,California,37.9591,-122.3238,,
4,2011,4/25/2011 0:00,Ohio,39.0978,-84.5604,,
5,2011,5/3/2011 9:00,Ohio,39.2534,-84.5376,,
7,2011,7/21/2011 9:00,Kentucky,37.2101,-83.1137,,
7,2011,7/5/2011 0:00,Pennsylvania,40.5243,-79.6673,,
7,2011,7/3/2011 0:00,Ohio,39.1031,-84.512,,
7,2011,7/5/2011 21:30,Washington,47.3809,-122.2348,,
5,2011,5/19/2011 8:00,Pennsylvania,40.5071,-79.7401,,
3,2011,3/15/2011 23:00,California,38.9097,-121.0365,,
5,2011,5/18/2011 3:00,Pennsylvania,40.521,-80.138,,
3,2011,3/14/2011 19:30,Washington,47.8638,-122.3307,,
1,2011,1/15/2011 21:16,Oregon,44.2933,-124.0326,,
5,2011,5/3/2011 9:00,Kentucky,38.1684,-84.8703,,
1,2011,1/17/2011 0:00,Idaho,47.2426,-115.8608,,
4,2011,4/25/2011 20:00,Ohio,39.1647,-84.4271,,
5,2011,5/23/2011 22:00,Pennsylvania,40.5813,-79.8024,,
5,2011,5/15/2011 0:00,Washington,46.8077,-120.9174,,
5,2011,5/4/2011 2:00,Vermont,44.9344,-73.051,,
3,2011,3/13/2011 10:50,Washington,47.7929,-122.3899,,
3,2011,3/6/2011 0:00,Connecticut,41.3484,-73.4226,,
7,2011,7/14/2011 0:00,Colorado,40.0018,-105.3914,,
7,2011,7/15/2011 0:00,Arizona,31.3456,-110.2541,,
4,2011,4/25/2011 6:00,West Virginia,39.4896,-80.1708,,
3,2011,3/7/2011 2:00,Connecticut,41.5585,-73.402,,
1,2011,1/16/2011 0:00,Oregon,43.7905,-123.8551,,
3,2011,3/24/2011 0:00,California,38.9838,-123.0025,,
4,2011,4/16/2011 15:00,West Virginia,40.2498,-80.6329,,
5,2011,5/3/2011 9:00,Ohio,39.12,-84.6621,,
4,2011,4/30/2011 0:00,Missouri,36.9118,-92.0833,,
11,2011,11/23/2011 6:45,Washington,47.5955,-121.9831,,
3,2011,3/13/2011 16:00,Washington,47.4705,-123.0976,,
4,2011,4/29/2011 9:00,Kentucky,36.8755,-83.1497,,
5,2011,5/19/2011 21:00,Utah,41.25354118,-111.8395453,,
8,2011,8/9/2011 0:00,North Dakota,47.8024,-103.2814,,
3,2011,3/24/2011 0:00,California,37.3931,-122.357,,
3,2011,3/16/2011 17:00,California,36.3777,-121.8963,,
4,2011,4/21/2011 18:00,Kentucky,39.0639,-84.6165,,
3,2011,3/10/2011 16:30,Washington,47.96442586,-122.2397754,,
5,2011,5/27/2011 18:00,New York,44.3666,-73.8973,,
3,2011,3/18/2011 4:30,Washington,47.9231,-122.2987,,
10,2011,10/8/2011 5:00,Utah,37.6536,-112.9821,,
9,2011,9/13/2011 0:00,California,34.4461,-117.6418,,
1,2011,1/16/2011 0:00,Oregon,45.4842,-123.6748,,
3,2011,3/27/2011 13:00,California,37.9029,-122.4801,,
3,2011,3/25/2011 0:00,California,38.5037,-122.9955,,
3,2011,3/27/2011 9:00,California,37.5456,-122.3497,,
3,2011,3/20/2011 0:00,California,34.0497,-118.8053,,
5,2011,5/3/2011 9:00,Ohio,39.0968,-84.4086,,
3,2011,3/27/2011 23:00,California,38.81,-123.5857,,
3,2011,3/9/2011 23:00,West Virginia,40.1854,-80.5432,,
3,2011,3/14/2011 8:00,Washington,47.223,-122.4396,,
1,2011,1/16/2011 0:00,Oregon,44.1989,-124.113,,
4,2011,4/5/2011 0:00,Washington,46.19,-123.1258,,
3,2011,3/10/2011 0:00,Virginia,36.8693,-80.6597,,
3,2011,3/14/2011 23:00,Oregon,44.4017,-123.8213,,
3,2011,3/24/2011 15:20,California,37.5957,-121.9277,,
4,2011,4/27/2011 0:00,Ohio,39.1098,-84.5571,,
6,2011,6/20/2011 9:00,Indiana,39.6416,-86.1251,,
1,2011,1/6/2011 22:00,California,33.4445,-117.6364,,
5,2011,5/3/2011 9:00,Ohio,39.1333,-84.662,,
8,2011,8/2/2011 0:00,Idaho,46.3318,-114.6432,,
3,2011,3/8/2011 23:00,Kentucky,37.2537,-83.1872,,
3,2011,3/24/2011 16:00,California,37.0971,-121.9908,,
2,2011,2/12/2011 6:50,Washington,45.68817427,-122.7038316,,
1,2011,1/16/2011 0:00,Oregon,44.4378,-124.075,,
2,2011,2/18/2011 0:00,California,32.9112,-116.5369,,
4,2011,4/24/2011 0:00,Ohio,38.71,-83.0697,,
7,2011,7/7/2011 0:00,Colorado,39.631,-106.0433,,
8,2011,8/3/2011 0:00,Wisconsin,46.4492,-92.162,,
3,2011,3/6/2011 0:00,North Carolina,36.0378,-81.5949,,
1,2011,1/16/2011 0:00,Washington,45.5844,-122.1947,,
3,2011,3/30/2011 0:00,Washington,47.6161,-120.7202,,
3,2011,3/16/2011 6:40,Washington,47.3042,-123.1524,,
4,2011,4/10/2011 0:00,Pennsylvania,40.4981,-80.0038,,
3,2011,3/24/2011 20:00,California,37.5742,-122.5159,,
8,2011,8/8/2011 10:00,Tennessee,35.6216,-87.0355,,
2,2011,2/20/2011 0:00,Oregon,42.9651,-123.8152,,
2,2011,2/25/2011 10:00,California,37.022,-122.0604,,
1,2011,1/20/2011 0:00,Oregon,43.271,-122.6802,,
7,2011,7/28/2011 0:00,Washington,48.3626,-120.4339,,
1,2011,1/16/2011 0:00,Oregon,44.6344,-124.0406,,
4,2011,4/16/2011 15:00,West Virginia,40.1909,-80.6687,,
3,2011,3/14/2011 8:00,California,38.6929,-123.428,,
1,2011,1/15/2011 0:00,Oregon,45.6047,-123.4845,,
1,2011,1/16/2011 0:00,Oregon,43.6712,-123.6521,,
3,2011,3/24/2011 0:00,California,37.5962,-121.9207,,
4,2011,4/14/2011 12:30,Pennsylvania,40.3782,-79.9213,,
4,2011,4/2/2011 18:00,California,41.549,-124.0611,,
5,2011,5/1/2011 0:00,Kentucky,36.9284,-83.0638,,
9,2011,9/1/2011 0:00,New York,40.8826,-73.9227,,
2,2011,2/28/2011 6:00,Oregon,45.9873,-122.8728,,
6,2011,6/18/2011 20:40,Wisconsin,44.7665,-91.496,,
5,2011,5/13/2011 15:00,Pennsylvania,39.8842,-79.8521,,
3,2011,3/30/2011 9:20,California,40.1625,-123.7874,,
3,2011,3/13/2011 23:00,Washington,47.9361,-122.3059,,
5,2011,5/13/2011 0:00,Pennsylvania,40.0118,-79.9935,,
3,2011,3/21/2011 10:05,California,34.1531,-118.5228,,
8,2011,8/15/2011 0:00,New Jersey,41.1838,-74.5187,,
3,2011,3/24/2011 1:30,California,33.5599,-117.54,,
3,2011,3/24/2011 0:00,California,37.8985,-122.509,,
2,2011,2/28/2011 23:00,Oregon,45.3339,-122.5779,,
1,2011,1/16/2011 0:00,Oregon,44.6811,-124.0538,,
5,2011,5/19/2011 0:00,Pennsylvania,40.2357,-79.5358,,
4,2011,4/25/2011 0:00,Ohio,39.1075,-84.4953,,
3,2011,3/26/2011 9:00,California,33.1817,-117.0005,,
1,2011,1/16/2011 9:00,Oregon,44.4014,-122.6312,,
6,2011,6/27/2011 6:00,Colorado,39.7956,-105.7643,,
5,2011,5/18/2011 0:00,West Virginia,38.4001,-82.4685,,
5,2011,5/30/2011 8:00,Vermont,44.19,-72.4914,,
3,2011,3/11/2011 8:00,Ohio,40.22156009,-80.66727438,,
5,2011,5/10/2011 15:00,West Virginia,38.3922,-81.5896,,
7,2011,7/7/2011 0:00,Wyoming,44.7448,-106.9249,,
5,2011,5/8/2011 1:52,Idaho,43.5411,-111.2683,,
8,2011,8/5/2011 0:00,Tennessee,35.7108,-83.4998,,
6,2011,6/10/2011 15:30,Washington,47.8309,-119.9613,,
3,2011,3/27/2011 8:00,California,37.0905,-121.7522,,
3,2011,3/10/2011 11:00,Washington,47.4825,-122.2487,,
4,2011,4/24/2011 0:00,Ohio,39.1653,-82.8435,,
3,2011,3/24/2011 9:00,California,37.8751,-122.5621,,
3,2011,3/24/2011 0:00,California,37.9958,-122.2363,,
5,2011,5/22/2011 0:00,Utah,40.3398,-112.5716,,
5,2011,5/5/2011 0:00,Vermont,44.2553,-72.4875,,
7,2011,7/18/2011 0:00,North Dakota,47.4074,-102.7912,,
4,2011,4/25/2011 0:00,Ohio,39.1065,-84.501,,
3,2011,3/12/2011 18:00,West Virginia,40.6006,-80.64,,
7,2011,7/13/2011 18:00,Colorado,40.0505,-105.3715,,
12,2011,12/30/2011 0:00,Oregon,44.081,-122.7513,,
2,2011,2/25/2011 23:00,California,34.1828,-118.0276,,
5,2011,5/11/2011 0:00,Ohio,38.6743,-82.5388,,
1,2011,1/16/2011 0:00,Washington,46.3822,-122.0125,,
2,2011,2/28/2011 7:00,Oregon,43.6511,-123.8817,,
3,2011,3/26/2011 0:00,California,37.0293,-119.4475,,
2,2011,2/21/2011 4:40,Oregon,44.3543,-123.7083,,
1,2011,1/16/2011 0:00,Oregon,43.8071,-123.7113,,
1,2011,1/10/2011 0:00,California,34.1704,-118.011,,
3,2011,3/29/2011 0:00,California,39.1265,-121.0386,,
4,2011,4/25/2011 0:00,Kentucky,37.0379,-88.0267,,
3,2011,3/25/2011 9:00,California,37.6456,-121.9157,,
8,2011,8/1/2011 0:00,Pennsylvania,41.7497,-77.299,,
1,2011,1/13/2011 0:00,Washington,47.2265,-122.2558,,
5,2011,5/21/2011 14:00,Utah,39.9121,-111.7429,,
3,2011,3/15/2011 0:00,Alabama,33.7975,-85.762,,
3,2011,3/24/2011 8:00,California,38.6401,-122.8778,,
5,2011,5/18/2011 0:00,West Virginia,38.4007,-82.4662,,
1,2011,1/29/2011 13:00,Washington,47.92499887,-122.3099327,,
1,2011,1/16/2011 0:00,Idaho,45.6934,-113.9484,,
3,2011,3/15/2011 23:00,Pennsylvania,40.6357,-80.0271,,
3,2011,3/11/2011 8:00,Ohio,39.9984,-80.7785,,
5,2011,5/22/2011 12:30,Utah,38.2717,-112.473,,
1,2011,1/15/2011 0:01,Oregon,45.7157,-123.2373,,
5,2011,5/18/2011 0:00,West Virginia,38.4069,-82.4333,,
5,2011,5/20/2011 0:00,Pennsylvania,40.4407,-79.9928,,
3,2011,3/14/2011 9:00,Washington,47.9264,-122.1908,,
5,2011,5/18/2011 21:40,Pennsylvania,40.5755,-79.8282,,
7,2011,7/19/2011 19:00,Kentucky,37.775,-83.6772,,
7,2011,7/19/2011 0:00,Colorado,39.6492,-106.5372,,
3,2011,3/13/2011 13:00,Washington,45.7617,-122.7346,,
11,2011,11/23/2011 0:00,Idaho,47.6941,-115.9317,,
1,2011,1/16/2011 0:00,Oregon,44.6511,-124.031,,
4,2011,4/12/2011 9:00,Ohio,39.1153,-84.4881,,
3,2011,3/13/2011 8:00,Washington,47.6647,-122.5048,,
5,2011,5/22/2011 15:00,Utah,41.0033,-111.8657,,
6,2011,6/5/2011 0:00,Colorado,39.5676,-105.9334,,
4,2011,4/19/2011 1:00,California,39.1209,-120.971,,
3,2011,3/23/2011 0:00,California,38.917,-123.0556,,
7,2011,7/18/2011 23:00,Colorado,37.9478,-107.8548,,
3,2011,3/24/2011 0:00,California,37.9797,-122.5801,,
5,2011,5/3/2011 0:00,Ohio,38.7981,-84.0971,,
4,2011,4/7/2011 0:00,Idaho,46.5951,-116.1712,,
4,2011,4/16/2011 0:00,New Jersey,40.7443,-74.0424,,
3,2011,3/27/2011 18:00,California,35.8777,-121.4336,,
5,2011,5/25/2011 0:00,Michigan,42.2939,-83.7342,,
4,2011,4/16/2011 21:30,Pennsylvania,39.982,-75.2055,,
5,2011,5/18/2011 23:00,Pennsylvania,40.1095,-80.4911,,
8,2011,8/3/2011 0:00,Colorado,37.8121,-107.6645,,
3,2011,3/2/2011 0:00,Pennsylvania,41.1204,-76.1398,,
8,2011,8/11/2011 0:00,Pennsylvania,40.498,-80.302,,
3,2011,3/14/2011 0:00,Washington,48.3439,-122.3536,,
2,2011,2/28/2011 3:00,Washington,47.7246,-122.2811,,
7,2011,7/9/2011 0:00,Wyoming,44.7972,-106.9562,,
5,2011,5/18/2011 0:00,West Virginia,38.4193,-82.4453,,
1,2011,1/21/2011 0:00,Oregon,44.9438,-123.9665,,
4,2011,4/17/2011 10:00,Maryland,39.6526,-77.4274,,
3,2011,3/10/2011 0:00,District of Columbia,38.907,-77.0874,,
3,2011,3/24/2011 0:00,California,37.9768,-122.547,,
7,2011,7/12/2011 18:00,Colorado,38.8685,-107.592,,
7,2011,7/30/2011 0:00,Colorado,39.5256,-107.7776,,
5,2011,5/25/2011 10:00,Iowa,42.5337,-96.3726,,
1,2011,1/25/2011 0:00,Oregon,45.5653,-122.7774,,
5,2011,5/3/2011 5:00,Ohio,38.7037,-83.7895,,
3,2011,3/13/2011 13:55,Washington,47.97830501,-122.2192497,,
3,2011,3/13/2011 0:00,Washington,46.6163,-122.4897,,
5,2011,5/11/2011 0:00,Ohio,38.4458,-82.5453,,
9,2011,9/8/2011 0:00,New Jersey,40.8305,-75.0776,,
4,2011,4/25/2011 23:00,Arkansas,36.4461,-92.4623,,
3,2011,3/24/2011 16:00,California,37.0976,-122.0027,,
1,2011,1/16/2011 0:00,Washington,47.2207,-122.254,,
3,2011,3/1/2011 9:00,Oregon,45.523,-122.709,,
11,2011,11/22/2011 15:00,Washington,47.6269,-121.9754,,
7,2011,7/3/2011 0:00,Kentucky,38.9941,-84.7316,,
4,2011,4/21/2011 0:00,Kentucky,38.9939,-84.358,,
11,2011,11/30/2011 4:30,Alabama,34.6781,-86.0343,,
3,2011,3/21/2011 23:00,California,34.4399,-119.6615,,
3,2011,3/13/2011 23:00,Washington,47.9122,-122.2954,,
3,2011,3/10/2011 3:00,Washington,47.2537,-122.2667,,
4,2011,4/23/2011 7:30,Oregon,42.81,-123.0451,,
5,2011,5/11/2011 0:00,Ohio,38.544,-82.548,,
4,2011,4/26/2011 0:00,Tennessee,35.1802,-88.9436,,
7,2011,7/18/2011 0:00,Colorado,39.5015,-107.3021,,
7,2011,7/21/2011 0:00,Florida,29.3879,-82.4854,,
1,2011,1/20/2011 14:37,Oregon,44.9235,-123.0549,,
3,2011,3/20/2011 18:00,California,34.1574,-118.6189,,
5,2011,5/4/2011 9:00,Vermont,44.9378,-73.0562,,
1,2011,1/16/2011 8:00,Oregon,44.3982,-122.4805,,
3,2011,3/24/2011 0:00,California,37.9002,-122.4749,,
2,2011,2/13/2011 0:12,Washington,45.68818457,-122.7038422,,
4,2011,4/25/2011 0:00,Ohio,39.2515,-84.6515,,
4,2011,4/5/2011 3:00,Tennessee,35.8473,-83.5703,,
3,2011,3/24/2011 0:00,California,38.0458,-122.7733,,
3,2011,3/24/2011 0:00,California,37.8871,-122.4484,,
3,2011,3/20/2011 0:00,California,34.1625,-118.6002,,
2,2011,2/25/2011 0:00,California,38.5444,-122.6481,,
3,2011,3/10/2011 23:00,Pennsylvania,41.5474,-76.1099,,
4,2011,4/21/2011 0:00,Kentucky,39.0189,-84.4536,,
3,2011,3/1/2011 4:00,Oregon,45.4818,-122.6513,,
3,2011,3/24/2011 12:30,California,37.9252,-121.9117,,
5,2011,5/3/2011 8:00,Kentucky,38.1723,-84.8775,,
3,2011,3/8/2011 5:00,Missouri,38.5678,-90.6426,,
6,2011,6/19/2011 15:00,Montana,47.7851,-114.0149,,
1,2011,1/13/2011 0:00,Washington,47.9433,-122.1879,,
5,2011,5/2/2011 16:00,Washington,47.992,-122.3662,,
3,2011,3/10/2011 0:00,Oregon,45.3926,-122.5272,,
1,2011,1/16/2011 0:00,Oregon,44.4006,-122.3871,,
4,2011,4/15/2011 23:00,California,41.5487,-124.0613,,
4,2011,4/21/2011 0:00,Kentucky,39.0744,-84.6449,,
4,2011,4/1/2011 11:45,Washington,47.9211,-122.2926,,
1,2011,1/20/2011 0:00,Washington,47.2218,-122.2554,,
3,2011,3/9/2011 12:00,New York,43.1372,-79.0415,,
5,2011,5/17/2011 0:00,Pennsylvania,40.6573,-79.8375,,
5,2011,5/19/2011 8:00,Pennsylvania,40.448,-80.0595,,
5,2011,5/3/2011 9:00,Ohio,39.0973,-84.5609,,
7,2011,7/25/2011 0:00,Colorado,37.4288,-105.447,,
1,2011,1/21/2011 0:00,Oregon,44.8003,-122.4157,,
12,2011,12/23/2011 0:00,Pennsylvania,40.5172,-80.0941,,
4,2011,4/4/2011 18:00,Oregon,45.5828,-122.7685,,
4,2011,4/21/2011 0:00,Kentucky,38.9566,-84.5256,,
7,2011,7/3/2011 0:00,Ohio,39.0928,-84.1857,,
3,2011,3/11/2011 1:00,Pennsylvania,41.5041,-75.982,,
1,2011,1/16/2011 0:00,Idaho,43.6361,-116.0287,,
3,2011,3/31/2011 0:30,Washington,49.0022,-122.7576,,
4,2011,4/5/2011 0:00,West Virginia,40.0607,-80.6841,,
7,2011,7/4/2011 19:30,Pennsylvania,40.4248,-79.9369,,
3,2011,3/15/2011 17:00,California,38.5056,-123.0706,,
7,2011,7/12/2011 0:00,Arizona,33.6423,-109.3279,,
5,2011,5/3/2011 8:00,Kentucky,38.1825,-84.8757,,
6,2011,6/12/2011 20:16,Pennsylvania,39.9376,-76.4958,,
6,2011,6/22/2011 0:00,Kentucky,37.8107,-83.8069,,
5,2011,5/18/2011 3:00,West Virginia,38.4072,-82.4261,,
3,2011,3/21/2011 10:00,California,37.0711,-122.0224,,
4,2011,4/28/2011 0:00,Kentucky,37.1552,-87.7898,,
3,2011,3/16/2011 19:00,Ohio,40.5812,-80.672,,
3,2011,3/13/2011 8:00,Washington,47.5817,-122.4957,,
